,y,predicted
35675,0.0,0.0
34031,0.0,0.0
37449,0.0,0.0
17272,0.0,0.0
12994,1.0,1.0
11659,0.0,0.0
31335,0.0,0.0
35212,0.0,0.0
13405,0.0,0.0
36320,0.0,0.0
899,0.0,0.0
26917,0.0,0.0
35905,0.0,0.0
14647,0.0,0.0
12141,0.0,0.0
36516,0.0,0.0
14135,0.0,0.0
17565,0.0,1.0
38197,0.0,0.0
39110,0.0,0.0
23468,0.0,0.0
15902,1.0,0.0
35576,0.0,1.0
16795,0.0,0.0
28861,1.0,0.0
24875,0.0,0.0
15573,0.0,0.0
24912,0.0,0.0
6397,0.0,0.0
5697,0.0,0.0
22354,0.0,0.0
4567,0.0,0.0
15652,0.0,0.0
39853,0.0,0.0
14673,0.0,0.0
28712,0.0,0.0
21409,0.0,0.0
28400,1.0,0.0
2896,0.0,0.0
9663,0.0,0.0
27845,0.0,0.0
28207,1.0,1.0
10071,0.0,0.0
9377,0.0,0.0
35248,0.0,0.0
11637,0.0,0.0
39155,0.0,0.0
36518,0.0,0.0
25566,0.0,0.0
10734,0.0,0.0
23718,0.0,0.0
22289,0.0,0.0
10457,0.0,0.0
5610,0.0,0.0
1041,1.0,0.0
29618,0.0,1.0
21560,0.0,0.0
33698,0.0,0.0
17915,1.0,1.0
382,0.0,0.0
3153,0.0,0.0
14632,0.0,0.0
39960,1.0,1.0
19708,0.0,0.0
12992,0.0,0.0
10244,0.0,0.0
27558,0.0,0.0
29838,0.0,0.0
18833,0.0,0.0
37270,0.0,0.0
22217,0.0,0.0
5049,1.0,1.0
38051,0.0,0.0
38349,0.0,0.0
26719,0.0,0.0
13873,0.0,0.0
11125,0.0,0.0
13609,0.0,0.0
37540,0.0,0.0
17866,0.0,0.0
29300,0.0,0.0
6771,0.0,0.0
24005,0.0,0.0
40685,0.0,0.0
16283,0.0,0.0
28645,0.0,0.0
2565,0.0,0.0
34917,0.0,0.0
2013,0.0,0.0
29236,0.0,0.0
15606,0.0,0.0
37253,0.0,0.0
21600,0.0,0.0
16855,0.0,0.0
27344,0.0,0.0
23103,0.0,0.0
4484,0.0,0.0
20765,0.0,0.0
26985,1.0,1.0
34016,1.0,1.0
3114,0.0,0.0
40724,0.0,0.0
30740,0.0,0.0
39443,0.0,0.0
13924,0.0,0.0
32960,1.0,0.0
1442,0.0,0.0
23979,0.0,0.0
28746,1.0,0.0
38968,0.0,0.0
12842,0.0,0.0
10755,0.0,0.0
26582,0.0,0.0
20205,0.0,0.0
12334,0.0,0.0
28566,0.0,0.0
4646,0.0,0.0
39299,0.0,0.0
35507,0.0,0.0
40620,0.0,0.0
40922,0.0,0.0
18097,1.0,0.0
27011,0.0,0.0
18761,0.0,0.0
25310,0.0,0.0
38949,0.0,0.0
29502,0.0,0.0
33264,0.0,0.0
9131,1.0,1.0
19514,0.0,0.0
32157,0.0,0.0
24831,0.0,0.0
62,1.0,0.0
5161,0.0,0.0
36719,0.0,0.0
34772,0.0,1.0
36024,1.0,0.0
8450,1.0,0.0
32844,0.0,0.0
39263,0.0,0.0
26807,0.0,0.0
15152,0.0,0.0
16532,0.0,0.0
9857,0.0,0.0
2396,0.0,0.0
33642,1.0,0.0
9608,0.0,0.0
1446,0.0,0.0
752,0.0,0.0
31305,0.0,0.0
23682,0.0,0.0
2714,0.0,0.0
24196,0.0,0.0
4225,0.0,0.0
4976,0.0,0.0
39865,0.0,1.0
385,0.0,0.0
1134,0.0,0.0
23634,0.0,0.0
35860,0.0,0.0
22908,0.0,0.0
29829,0.0,0.0
2388,1.0,0.0
9171,0.0,0.0
7251,1.0,1.0
34494,0.0,0.0
18965,0.0,0.0
22143,0.0,0.0
1145,0.0,0.0
3283,0.0,0.0
8770,0.0,0.0
16934,0.0,0.0
26244,1.0,0.0
37419,0.0,0.0
5096,0.0,0.0
1814,0.0,0.0
21200,0.0,0.0
74,0.0,0.0
40527,0.0,0.0
39019,1.0,0.0
10763,0.0,0.0
32996,0.0,0.0
20883,0.0,0.0
17994,1.0,1.0
31606,0.0,0.0
29325,1.0,0.0
14062,0.0,0.0
27444,0.0,0.0
11194,0.0,0.0
11232,0.0,1.0
23606,0.0,0.0
23031,0.0,0.0
35015,0.0,0.0
8320,0.0,0.0
12687,0.0,0.0
12522,1.0,1.0
16563,0.0,0.0
10204,0.0,0.0
38819,0.0,0.0
26499,0.0,0.0
4964,0.0,0.0
7022,0.0,0.0
14348,0.0,0.0
2663,0.0,0.0
10007,0.0,0.0
40157,1.0,0.0
25472,1.0,1.0
25695,0.0,0.0
29660,0.0,0.0
37057,0.0,0.0
8621,0.0,0.0
10411,0.0,0.0
35766,0.0,0.0
21141,0.0,0.0
14346,0.0,0.0
33165,0.0,0.0
18364,0.0,0.0
19711,1.0,0.0
35079,0.0,0.0
29796,1.0,0.0
29164,0.0,0.0
4285,0.0,0.0
10918,0.0,0.0
38538,0.0,0.0
25620,0.0,0.0
40244,0.0,0.0
3512,1.0,0.0
12614,0.0,0.0
5757,0.0,0.0
39324,0.0,0.0
7570,0.0,0.0
10891,0.0,0.0
7503,0.0,0.0
3014,0.0,0.0
17683,0.0,0.0
15240,0.0,0.0
34518,0.0,0.0
14615,0.0,0.0
21192,0.0,0.0
35829,0.0,0.0
28969,1.0,0.0
7123,0.0,0.0
16649,0.0,0.0
17461,0.0,0.0
11991,0.0,0.0
14367,0.0,0.0
20581,0.0,0.0
20391,0.0,0.0
14166,0.0,0.0
14546,0.0,0.0
12836,0.0,0.0
4137,0.0,0.0
20448,0.0,0.0
6910,0.0,0.0
36011,0.0,0.0
29550,0.0,0.0
16819,0.0,0.0
24514,0.0,0.0
37315,0.0,0.0
17579,0.0,0.0
415,0.0,0.0
4088,0.0,0.0
6794,1.0,0.0
15422,0.0,0.0
10160,0.0,0.0
33518,0.0,0.0
26090,0.0,0.0
2299,0.0,0.0
587,0.0,0.0
18978,0.0,0.0
12308,0.0,0.0
28141,0.0,0.0
26769,0.0,0.0
2162,0.0,0.0
36510,0.0,0.0
5116,0.0,0.0
7623,0.0,0.0
19509,0.0,0.0
21585,0.0,0.0
29142,0.0,0.0
32825,1.0,1.0
31710,0.0,0.0
4214,0.0,0.0
14358,0.0,0.0
16017,1.0,1.0
1802,0.0,0.0
37032,0.0,0.0
33611,0.0,0.0
35352,0.0,0.0
39555,0.0,0.0
15442,0.0,1.0
25328,1.0,1.0
33326,0.0,0.0
5755,0.0,0.0
31141,0.0,0.0
39278,1.0,0.0
6093,0.0,0.0
1646,0.0,0.0
27383,0.0,0.0
24628,0.0,0.0
18436,1.0,0.0
19742,0.0,0.0
9022,0.0,0.0
33679,0.0,0.0
22545,0.0,0.0
33484,0.0,0.0
37591,0.0,0.0
11353,0.0,0.0
28668,0.0,0.0
32671,0.0,0.0
8217,1.0,0.0
6643,0.0,0.0
33088,0.0,0.0
9061,0.0,0.0
17434,0.0,0.0
6471,0.0,0.0
34728,0.0,0.0
22378,0.0,0.0
11495,1.0,0.0
12551,0.0,0.0
33536,0.0,0.0
1244,0.0,0.0
26911,0.0,0.0
40701,0.0,0.0
40866,0.0,0.0
3528,0.0,0.0
9206,0.0,0.0
9889,0.0,0.0
31119,0.0,0.0
20636,1.0,1.0
15372,0.0,0.0
4672,1.0,0.0
14277,0.0,0.0
29089,0.0,0.0
37810,0.0,0.0
24956,0.0,0.0
15145,0.0,0.0
35372,0.0,0.0
19844,1.0,1.0
23683,0.0,0.0
34211,1.0,0.0
9849,0.0,0.0
3749,0.0,0.0
3387,0.0,0.0
9214,0.0,0.0
40331,0.0,0.0
7222,0.0,0.0
15720,0.0,0.0
30084,0.0,0.0
6870,0.0,0.0
2794,0.0,0.0
38313,0.0,0.0
5423,0.0,0.0
5605,0.0,0.0
7112,0.0,0.0
10628,1.0,1.0
14257,0.0,0.0
31590,0.0,0.0
10028,0.0,0.0
8382,0.0,0.0
27955,0.0,0.0
4786,0.0,0.0
20566,0.0,0.0
6999,1.0,0.0
19733,0.0,0.0
31148,1.0,0.0
29364,0.0,0.0
32502,0.0,0.0
8398,0.0,0.0
28325,0.0,0.0
31671,0.0,0.0
31565,0.0,0.0
32955,0.0,0.0
24029,0.0,0.0
30437,0.0,0.0
35310,0.0,0.0
25614,0.0,0.0
9858,0.0,0.0
22568,0.0,0.0
23463,0.0,0.0
35032,0.0,0.0
21724,0.0,0.0
2782,0.0,0.0
13332,0.0,0.0
26708,0.0,0.0
5953,0.0,0.0
28359,0.0,0.0
32756,0.0,0.0
834,0.0,0.0
13192,1.0,0.0
12876,0.0,0.0
352,0.0,0.0
40792,0.0,0.0
10312,0.0,0.0
32323,0.0,0.0
4326,0.0,0.0
28352,0.0,0.0
10469,0.0,0.0
27076,1.0,1.0
35394,0.0,0.0
33751,0.0,0.0
15231,0.0,0.0
25495,0.0,0.0
30251,0.0,0.0
25734,0.0,0.0
20339,0.0,0.0
32306,0.0,0.0
23243,0.0,0.0
35780,0.0,0.0
8204,0.0,0.0
15789,0.0,0.0
25494,1.0,0.0
23923,0.0,0.0
20248,0.0,0.0
34660,0.0,0.0
8124,0.0,0.0
31191,1.0,0.0
7958,0.0,0.0
4336,0.0,0.0
19647,0.0,0.0
33644,0.0,0.0
26849,1.0,0.0
35230,0.0,0.0
24066,0.0,0.0
19195,0.0,0.0
3822,0.0,0.0
39287,0.0,0.0
2154,0.0,0.0
19774,0.0,0.0
33465,0.0,0.0
15963,0.0,0.0
14654,0.0,0.0
28360,0.0,0.0
2308,0.0,0.0
33682,0.0,0.0
24995,0.0,0.0
5587,0.0,0.0
15898,0.0,0.0
29647,0.0,0.0
35106,0.0,0.0
16175,1.0,0.0
24626,0.0,0.0
31428,0.0,0.0
14879,0.0,0.0
39622,0.0,0.0
17511,1.0,1.0
23917,0.0,0.0
11460,0.0,0.0
18809,0.0,0.0
25973,0.0,0.0
6465,0.0,1.0
35807,0.0,0.0
31268,0.0,0.0
11984,0.0,0.0
40275,0.0,0.0
31183,0.0,0.0
9807,0.0,0.0
14573,0.0,0.0
22025,0.0,0.0
6450,0.0,0.0
1717,0.0,0.0
36908,0.0,0.0
6946,1.0,0.0
7163,0.0,0.0
19433,0.0,0.0
39694,0.0,0.0
18352,0.0,0.0
14742,0.0,0.0
15742,0.0,0.0
33570,0.0,0.0
10377,0.0,0.0
10524,0.0,0.0
38947,0.0,0.0
16905,0.0,0.0
8122,0.0,0.0
19044,0.0,0.0
29865,0.0,0.0
4840,1.0,0.0
36787,0.0,0.0
30493,0.0,0.0
7982,0.0,0.0
18,0.0,0.0
15536,0.0,0.0
27900,0.0,0.0
36469,0.0,0.0
30771,1.0,1.0
3590,1.0,0.0
31750,0.0,0.0
35236,0.0,0.0
20349,0.0,0.0
28130,0.0,0.0
15802,1.0,0.0
7745,1.0,1.0
41049,1.0,0.0
39203,0.0,0.0
17199,0.0,0.0
16398,0.0,1.0
36572,0.0,0.0
31026,0.0,0.0
29100,1.0,0.0
34679,0.0,0.0
36026,0.0,0.0
12662,0.0,0.0
39337,0.0,0.0
3675,0.0,0.0
19437,0.0,0.0
25319,0.0,0.0
9351,0.0,0.0
21456,0.0,0.0
12972,0.0,0.0
737,1.0,1.0
24433,0.0,0.0
11565,0.0,0.0
12914,1.0,0.0
30889,0.0,0.0
16324,0.0,0.0
26286,0.0,0.0
39817,0.0,0.0
21738,0.0,0.0
31224,0.0,0.0
11024,0.0,0.0
9096,0.0,0.0
12142,0.0,0.0
6722,0.0,0.0
37103,0.0,0.0
14786,0.0,0.0
7273,0.0,0.0
38757,0.0,0.0
9922,0.0,0.0
6917,1.0,0.0
38358,0.0,0.0
24425,1.0,0.0
22622,0.0,0.0
6364,0.0,0.0
26938,0.0,0.0
25588,0.0,0.0
3038,1.0,1.0
29835,0.0,0.0
7634,0.0,0.0
11777,0.0,0.0
38371,0.0,0.0
40565,0.0,0.0
20267,0.0,0.0
6934,0.0,0.0
16448,0.0,0.0
22414,0.0,0.0
10872,0.0,0.0
19442,0.0,0.0
30383,0.0,0.0
35069,0.0,0.0
27989,0.0,0.0
9953,0.0,0.0
2221,0.0,0.0
21905,0.0,0.0
34630,0.0,0.0
26202,0.0,0.0
8898,0.0,0.0
25520,0.0,1.0
39286,0.0,1.0
7574,1.0,0.0
16635,0.0,0.0
9918,0.0,0.0
31364,0.0,0.0
16931,0.0,0.0
16909,0.0,0.0
13979,0.0,0.0
10905,0.0,0.0
17446,0.0,0.0
32557,0.0,0.0
32506,0.0,0.0
5639,0.0,0.0
40332,0.0,0.0
38801,0.0,0.0
12774,0.0,0.0
6863,0.0,0.0
29443,0.0,0.0
4718,1.0,1.0
6,0.0,0.0
40768,0.0,1.0
31525,0.0,0.0
22663,0.0,0.0
15184,0.0,0.0
14089,0.0,0.0
2482,0.0,0.0
17008,0.0,0.0
32108,0.0,0.0
33044,0.0,0.0
12292,0.0,0.0
2337,0.0,0.0
1976,1.0,0.0
28941,0.0,0.0
5526,0.0,0.0
23462,0.0,0.0
34663,0.0,0.0
27006,0.0,0.0
30954,0.0,0.0
18410,0.0,0.0
32276,1.0,0.0
24337,0.0,0.0
3607,0.0,0.0
38566,1.0,1.0
35646,0.0,0.0
6933,1.0,0.0
21321,1.0,0.0
15953,0.0,0.0
17114,0.0,0.0
11682,0.0,0.0
39184,0.0,0.0
36930,1.0,0.0
13451,0.0,0.0
25049,0.0,0.0
26893,0.0,0.0
20140,0.0,0.0
15120,0.0,0.0
21836,0.0,0.0
324,0.0,0.0
20691,0.0,0.0
14706,0.0,0.0
24829,1.0,1.0
36536,1.0,0.0
7880,1.0,0.0
15493,0.0,0.0
37873,0.0,0.0
3383,0.0,0.0
23597,0.0,0.0
37665,0.0,0.0
21420,1.0,0.0
24536,0.0,0.0
14009,0.0,0.0
4761,0.0,0.0
22200,0.0,0.0
18217,0.0,0.0
29762,0.0,0.0
22464,0.0,0.0
19363,0.0,0.0
7397,0.0,0.0
14282,0.0,0.0
22705,0.0,0.0
18025,0.0,0.0
12108,0.0,0.0
1984,0.0,0.0
17647,0.0,0.0
29657,0.0,0.0
26940,0.0,0.0
38162,1.0,0.0
34426,0.0,0.0
10261,1.0,0.0
16758,0.0,0.0
5627,1.0,0.0
40252,0.0,0.0
5233,0.0,0.0
7529,0.0,0.0
9933,0.0,0.0
11557,0.0,0.0
9286,0.0,0.0
15357,0.0,0.0
4003,0.0,0.0
8030,0.0,0.0
2436,0.0,0.0
23455,0.0,0.0
18022,0.0,0.0
15281,1.0,0.0
1566,0.0,0.0
36119,0.0,0.0
22469,0.0,0.0
34930,0.0,0.0
25943,0.0,0.0
6848,0.0,0.0
34559,0.0,0.0
6248,0.0,0.0
35385,0.0,0.0
18950,1.0,0.0
7994,0.0,0.0
3503,0.0,0.0
2379,0.0,0.0
5101,0.0,0.0
17186,0.0,0.0
20070,0.0,0.0
15824,0.0,0.0
23829,0.0,0.0
8436,0.0,0.0
18126,0.0,0.0
20900,0.0,1.0
1877,0.0,0.0
11291,0.0,0.0
6925,0.0,1.0
36665,0.0,0.0
39360,0.0,0.0
36302,0.0,0.0
35037,1.0,0.0
25291,0.0,0.0
39510,0.0,0.0
34359,0.0,0.0
39481,0.0,0.0
9512,0.0,0.0
25868,0.0,0.0
37469,0.0,0.0
37681,0.0,0.0
24148,0.0,0.0
7164,0.0,0.0
4347,0.0,0.0
12737,0.0,0.0
9768,0.0,0.0
32970,0.0,0.0
41070,0.0,0.0
31004,0.0,0.0
23738,0.0,0.0
4182,0.0,0.0
33351,0.0,0.0
39173,0.0,0.0
33760,0.0,0.0
11451,0.0,0.0
13590,0.0,0.0
14837,0.0,0.0
25906,0.0,0.0
40420,0.0,0.0
26249,0.0,0.0
24521,0.0,0.0
9298,0.0,0.0
34765,0.0,0.0
4391,0.0,0.0
16245,0.0,0.0
28062,0.0,0.0
11949,1.0,0.0
35342,0.0,0.0
37884,0.0,0.0
14736,0.0,0.0
2177,0.0,0.0
28053,0.0,0.0
20388,0.0,0.0
5176,0.0,0.0
30293,0.0,0.0
18196,0.0,0.0
4968,0.0,0.0
25854,0.0,0.0
14487,0.0,0.0
38326,0.0,0.0
37473,0.0,0.0
32195,0.0,0.0
30709,0.0,0.0
38761,0.0,0.0
18389,0.0,0.0
29890,0.0,0.0
12208,0.0,0.0
35765,0.0,0.0
26396,0.0,0.0
21834,0.0,0.0
18418,0.0,0.0
19853,0.0,0.0
32188,0.0,0.0
10035,0.0,0.0
29143,0.0,0.0
20575,0.0,0.0
22602,0.0,1.0
39012,0.0,0.0
39424,0.0,0.0
28730,0.0,0.0
338,0.0,0.0
17027,0.0,0.0
35833,0.0,0.0
16462,0.0,0.0
23330,0.0,0.0
17320,0.0,0.0
19735,0.0,0.0
17242,1.0,0.0
40413,0.0,0.0
30903,0.0,0.0
2570,1.0,1.0
18838,0.0,0.0
30599,0.0,0.0
2271,0.0,0.0
30151,0.0,0.0
2124,1.0,0.0
883,1.0,0.0
29737,0.0,0.0
40911,0.0,0.0
25575,0.0,0.0
33290,0.0,0.0
38200,0.0,0.0
37996,0.0,0.0
11358,0.0,0.0
2479,0.0,0.0
24386,0.0,0.0
15687,0.0,0.0
11793,0.0,0.0
1278,0.0,0.0
8714,0.0,0.0
3011,0.0,0.0
40730,0.0,0.0
23425,0.0,0.0
23169,0.0,0.0
5093,0.0,0.0
15203,0.0,0.0
29146,0.0,0.0
37667,0.0,0.0
35207,0.0,0.0
16463,0.0,0.0
32954,0.0,0.0
36772,0.0,0.0
14840,1.0,0.0
34754,0.0,0.0
7053,0.0,0.0
4183,0.0,0.0
22077,0.0,0.0
23447,0.0,0.0
12980,1.0,1.0
4172,0.0,0.0
28896,0.0,0.0
1218,0.0,0.0
3254,0.0,0.0
40383,0.0,0.0
25111,0.0,0.0
35524,1.0,0.0
764,0.0,0.0
35591,0.0,0.0
37346,0.0,0.0
7238,0.0,0.0
29050,0.0,0.0
33542,0.0,0.0
6626,0.0,0.0
40847,0.0,0.0
33034,1.0,0.0
30852,0.0,0.0
7771,1.0,0.0
25088,0.0,0.0
22598,0.0,0.0
34608,0.0,0.0
14431,0.0,0.0
33962,0.0,0.0
35636,0.0,0.0
27559,0.0,0.0
23145,0.0,0.0
12250,0.0,0.0
27662,0.0,0.0
2087,0.0,0.0
23036,0.0,1.0
37806,0.0,0.0
2268,0.0,0.0
16056,1.0,0.0
20278,0.0,0.0
25784,1.0,0.0
2134,0.0,0.0
5331,0.0,0.0
27102,0.0,0.0
32578,0.0,0.0
13302,0.0,0.0
8785,0.0,0.0
20450,1.0,0.0
17347,0.0,0.0
10195,0.0,0.0
3470,0.0,0.0
32509,0.0,0.0
26649,0.0,0.0
36769,0.0,0.0
8023,0.0,0.0
22999,0.0,0.0
26864,0.0,0.0
1575,0.0,0.0
16121,0.0,0.0
4148,0.0,0.0
39483,0.0,0.0
26234,0.0,0.0
11907,0.0,0.0
29507,0.0,0.0
27019,0.0,0.0
22674,0.0,0.0
12883,0.0,0.0
27699,0.0,0.0
11785,0.0,0.0
5539,0.0,0.0
12435,0.0,0.0
24011,0.0,0.0
22587,1.0,0.0
760,0.0,0.0
25637,0.0,0.0
39306,0.0,0.0
29819,1.0,0.0
4861,0.0,0.0
18511,0.0,0.0
15131,0.0,0.0
34534,1.0,0.0
19282,0.0,0.0
606,0.0,0.0
9783,0.0,0.0
37772,0.0,0.0
9052,0.0,0.0
27394,0.0,0.0
1741,0.0,0.0
9005,0.0,0.0
36718,0.0,0.0
10864,0.0,0.0
27509,0.0,0.0
37496,0.0,0.0
39085,0.0,0.0
12361,0.0,0.0
23929,0.0,0.0
40506,0.0,0.0
34336,0.0,0.0
24468,0.0,0.0
11068,0.0,0.0
9399,0.0,0.0
26641,0.0,0.0
8143,1.0,0.0
1167,0.0,0.0
30797,0.0,0.0
40032,0.0,0.0
31415,0.0,0.0
2698,0.0,0.0
35821,0.0,0.0
17748,0.0,0.0
16692,0.0,0.0
7743,1.0,0.0
5077,0.0,0.0
19225,0.0,0.0
21002,0.0,0.0
36195,0.0,0.0
31759,0.0,0.0
20458,0.0,0.0
19942,0.0,0.0
36425,0.0,0.0
7537,1.0,0.0
9914,0.0,0.0
8429,0.0,0.0
424,0.0,0.0
15866,0.0,1.0
39114,0.0,0.0
39557,0.0,0.0
35583,0.0,0.0
6664,0.0,0.0
38284,0.0,0.0
28371,0.0,0.0
38082,0.0,0.0
40936,0.0,0.0
31999,0.0,0.0
37886,0.0,0.0
12541,0.0,0.0
40000,1.0,0.0
18488,0.0,0.0
19240,0.0,0.0
13776,1.0,1.0
27873,0.0,0.0
30491,0.0,0.0
25470,0.0,0.0
36058,0.0,0.0
5653,0.0,0.0
13639,0.0,0.0
9591,0.0,0.0
20400,0.0,0.0
15821,0.0,0.0
12886,0.0,0.0
4927,0.0,0.0
15297,0.0,0.0
22388,0.0,0.0
22603,0.0,0.0
7817,1.0,0.0
9020,0.0,0.0
10894,0.0,0.0
39648,0.0,0.0
17891,0.0,0.0
13447,0.0,0.0
18160,0.0,0.0
10272,0.0,0.0
29909,0.0,0.0
7107,1.0,1.0
20585,1.0,0.0
10101,0.0,0.0
33612,0.0,0.0
28266,0.0,0.0
11611,0.0,0.0
11547,0.0,0.0
24068,0.0,0.0
15774,0.0,0.0
21150,0.0,0.0
40762,0.0,0.0
40953,0.0,0.0
6185,0.0,0.0
25094,0.0,0.0
21620,0.0,0.0
30925,0.0,0.0
30014,0.0,0.0
2220,0.0,0.0
32067,0.0,0.0
26049,0.0,0.0
39934,0.0,0.0
32449,0.0,0.0
33748,0.0,0.0
25497,0.0,0.0
11456,0.0,0.0
11667,0.0,0.0
32313,1.0,0.0
33568,0.0,0.0
16538,0.0,0.0
5073,0.0,0.0
23566,0.0,0.0
19571,0.0,0.0
18346,0.0,0.0
18816,0.0,0.0
11240,0.0,0.0
16846,0.0,0.0
11770,0.0,0.0
36451,0.0,0.0
10259,1.0,1.0
38790,0.0,0.0
33001,0.0,0.0
7126,0.0,0.0
11792,0.0,0.0
6318,0.0,0.0
28543,0.0,0.0
22518,0.0,0.0
9382,0.0,0.0
15411,0.0,0.0
11127,0.0,0.0
26602,1.0,0.0
39756,0.0,0.0
194,0.0,0.0
31763,0.0,0.0
11735,0.0,0.0
1868,0.0,0.0
15386,0.0,0.0
23436,0.0,0.0
12445,0.0,0.0
15394,0.0,0.0
23153,0.0,0.0
32804,0.0,0.0
28491,0.0,0.0
23160,0.0,0.0
33485,0.0,0.0
36229,0.0,0.0
15002,1.0,0.0
30232,0.0,0.0
18554,0.0,0.0
19019,0.0,0.0
11272,0.0,0.0
29139,0.0,0.0
19738,0.0,0.0
14452,1.0,0.0
23799,1.0,1.0
14740,0.0,0.0
4819,0.0,0.0
21132,0.0,0.0
2907,0.0,0.0
24717,0.0,0.0
22711,1.0,1.0
37706,0.0,0.0
24739,0.0,0.0
12494,0.0,0.0
24277,0.0,0.0
10070,0.0,0.0
32257,0.0,0.0
17824,0.0,0.0
15762,0.0,0.0
12767,0.0,0.0
11121,0.0,0.0
15986,0.0,0.0
3314,0.0,0.0
26456,0.0,0.0
7986,0.0,0.0
25507,0.0,0.0
28392,0.0,0.0
39705,0.0,0.0
17642,0.0,0.0
21154,0.0,0.0
15414,0.0,0.0
39911,0.0,0.0
18287,0.0,0.0
18782,0.0,0.0
40196,0.0,0.0
32049,0.0,0.0
5777,0.0,0.0
1691,0.0,0.0
37326,0.0,0.0
18647,0.0,0.0
17879,0.0,1.0
25877,0.0,0.0
14558,0.0,0.0
7277,0.0,0.0
24796,0.0,0.0
17703,0.0,0.0
30674,0.0,0.0
2971,1.0,1.0
14179,0.0,0.0
3127,0.0,0.0
39621,0.0,0.0
13978,0.0,0.0
33971,0.0,0.0
350,0.0,0.0
15341,0.0,0.0
36142,0.0,0.0
35153,0.0,0.0
25103,0.0,0.0
36400,0.0,0.0
26993,0.0,0.0
17775,0.0,0.0
7906,0.0,0.0
15029,0.0,0.0
29694,0.0,0.0
33826,0.0,0.0
32107,0.0,0.0
28259,0.0,0.0
13813,0.0,0.0
19761,1.0,0.0
24701,0.0,0.0
31371,0.0,0.0
31353,1.0,0.0
38516,0.0,0.0
13825,1.0,1.0
34013,0.0,0.0
31891,0.0,0.0
13330,0.0,0.0
13621,0.0,0.0
28060,0.0,0.0
28386,0.0,0.0
37352,0.0,0.0
15245,0.0,0.0
35244,0.0,0.0
16468,0.0,0.0
19979,0.0,0.0
29710,0.0,0.0
21755,0.0,0.0
27780,0.0,0.0
25289,1.0,0.0
36517,0.0,0.0
31197,0.0,0.0
11840,0.0,0.0
22497,0.0,0.0
12781,0.0,0.0
675,1.0,0.0
23285,0.0,0.0
3211,0.0,0.0
36402,0.0,0.0
8509,0.0,0.0
14903,0.0,0.0
31512,0.0,0.0
31508,0.0,0.0
20557,0.0,0.0
4014,0.0,0.0
35204,0.0,0.0
12841,0.0,0.0
11928,0.0,0.0
8206,0.0,0.0
38325,0.0,0.0
12060,0.0,0.0
10198,0.0,0.0
13080,1.0,0.0
27096,0.0,0.0
33190,0.0,0.0
17766,0.0,0.0
30820,0.0,0.0
35194,0.0,0.0
12789,0.0,0.0
30078,0.0,0.0
16506,0.0,0.0
24982,1.0,0.0
8019,0.0,0.0
2861,0.0,0.0
3230,0.0,0.0
13934,0.0,0.0
1316,0.0,0.0
23433,0.0,0.0
38276,0.0,0.0
32448,0.0,0.0
8703,1.0,0.0
24725,0.0,0.0
2385,0.0,0.0
37030,0.0,0.0
6981,0.0,0.0
16182,0.0,0.0
40902,0.0,0.0
9374,0.0,0.0
22667,0.0,0.0
38594,0.0,0.0
35185,0.0,0.0
21041,0.0,0.0
37815,0.0,0.0
455,1.0,0.0
6860,0.0,0.0
40306,0.0,0.0
1276,0.0,0.0
20418,1.0,1.0
23253,0.0,0.0
27619,0.0,0.0
18564,0.0,0.0
19713,0.0,0.0
380,1.0,0.0
27908,0.0,0.0
3076,0.0,0.0
35985,0.0,0.0
39146,0.0,0.0
6205,0.0,0.0
2574,0.0,0.0
22992,0.0,0.0
10908,0.0,0.0
6011,0.0,0.0
37325,0.0,0.0
21436,0.0,0.0
24879,0.0,0.0
17787,0.0,0.0
17742,0.0,0.0
12987,0.0,0.0
11658,0.0,0.0
21615,0.0,0.0
778,1.0,1.0
30122,0.0,0.0
5099,0.0,0.0
11249,0.0,0.0
21178,1.0,0.0
16752,0.0,0.0
12196,1.0,1.0
27707,0.0,0.0
31701,0.0,0.0
9905,0.0,0.0
30901,1.0,0.0
5153,1.0,1.0
3899,0.0,0.0
18208,0.0,0.0
15669,0.0,0.0
7083,0.0,0.0
36723,0.0,0.0
19400,0.0,0.0
28767,0.0,0.0
35046,1.0,0.0
18206,0.0,0.0
24537,1.0,0.0
6671,0.0,0.0
10242,0.0,0.0
1343,1.0,0.0
35614,0.0,0.0
17409,0.0,0.0
23005,0.0,0.0
12556,0.0,0.0
26169,0.0,1.0
8511,0.0,0.0
5016,0.0,0.0
2807,0.0,0.0
13679,0.0,0.0
24678,1.0,1.0
13676,0.0,0.0
6173,0.0,0.0
6101,0.0,0.0
34411,0.0,0.0
12761,0.0,0.0
28785,1.0,0.0
16579,0.0,0.0
3850,0.0,0.0
22250,0.0,0.0
1096,0.0,0.0
10717,0.0,0.0
5820,0.0,0.0
37725,0.0,0.0
36875,0.0,0.0
23470,1.0,0.0
25666,0.0,0.0
27819,0.0,0.0
39552,0.0,0.0
16037,0.0,1.0
14271,0.0,0.0
14830,1.0,0.0
25355,0.0,0.0
8979,0.0,0.0
8220,0.0,0.0
32770,0.0,0.0
24960,0.0,0.0
6944,0.0,0.0
31741,0.0,0.0
38691,0.0,0.0
27044,1.0,0.0
20525,0.0,0.0
4006,0.0,0.0
26215,0.0,0.0
5689,0.0,0.0
9001,0.0,0.0
37939,0.0,0.0
38595,0.0,0.0
38009,0.0,0.0
